Order_ID,Gender_Category,Product_Line,Product_Name,Size,Units_Sold,MRP,Discount_Applied,Revenue,Order_Date,Sales_Channel,Region,Profit,Month_Year,Year,Month_Number,Month_Name
2125,Women,Soccer,Tiempo Legend,M,0,0.00,0.00,0.00,2024-10-12,Retail,Hyderabad,1051.22,2024-10,2024,10,Oct
2126,Kids,Running,Pegasus Turbo,L,0,5399.58,0.00,0.00,2024-12-14,Retail,Pune,2508.34,2024-12,2024,12,Dec
2127,Men,Training,Metcon 7,L,0,4020.50,0.00,0.00,2023-08-19,Online,Mumbai,3718.37,2023-08,2023,8,Aug
2130,Men,Soccer,Premier III,10,3,0.00,0.24,0.00,2024-09-14,Online,Bangalore,2962.75,2024-09,2024,9,Sep
2133,Men,Training,Metcon 7,XL,0,6789.53,0.00,0.00,2024-10-10,Retail,Pune,-166.81,2024-10,2024,10,Oct
2134,Men,Training,ZoomX Invincible,M,0,4738.62,0.00,0.00,2024-06-08,Online,Hyderabad,1009.28,2024-06,2024,6,Jun
2135,Men,Basketball,Zoom Freak,L,2,9106.61,0.74,4735.44,2024-11-03,Retail,Hyderabad,2422.38,2024-11,2024,11,Nov
2136,Kids,Training,ZoomX Invincible,L,1,0.00,0.00,0.00,2024-09-15,Online,Pune,3672.24,2024-09,2024,9,Sep
2137,Men,Soccer,Phantom GT,Unknown,0,5222.02,0.95,0.00,2025-01-12,Online,Delhi,1796.76,2025-01,2025,1,Jan
2138,Men,Running,Pegasus Turbo,11,2,8055.20,0.00,0.00,2025-06-14,Online,Mumbai,1840.09,2025-06,2025,6,Jun
2139,Women,Basketball,Air Jordan,M,0,0.00,0.00,0.00,2025-06-19,Retail,Mumbai,-334.52,2025-06,2025,6,Jun
2140,Men,Basketball,Zoom Freak,M,0,6765.74,0.00,0.00,2025-04-28,Online,Bangalore,-875.45,2025-04,2025,4,Apr
2141,Kids,Soccer,Tiempo Legend,Unknown,0,0.00,1.00,0.00,2023-11-22,Retail,Kolkata,-1032.47,2023-11,2023,11,Nov
2142,Kids,Soccer,Mercurial Superfly,Unknown,0,0.00,0.00,0.00,2024-10-03,Retail,Kolkata,-995.59,2024-10,2024,10,Oct
2143,Kids,Training,ZoomX Invincible,L,0,0.00,0.00,0.00,2025-03-10,Online,Delhi,1006.66,2025-03,2025,3,Mar
2144,Women,Lifestyle,Waffle One,Unknown,4,0.00,0.00,0.00,2025-03-30,Online,Kolkata,2385.10,2025-03,2025,3,Mar
2145,Men,Lifestyle,Blazer Mid,6,0,0.00,0.67,0.00,2024-07-30,Online,Bangalore,1335.45,2024-07,2024,7,Jul
2146,Kids,Basketball,Air Jordan,XL,0,0.00,1.00,0.00,2025-02-15,Retail,Mumbai,-908.85,2025-02,2025,2,Feb
2147,Women,Soccer,Phantom GT,XL,0,0.00,0.00,0.00,2024-09-14,Online,Hyderabad,-426.53,2024-09,2024,9,Sep
2148,Men,Basketball,Kyrie Flytrap,Unknown,0,0.00,0.00,0.00,2025-06-19,Online,Hyderabad,520.55,2025-06,2025,6,Jun
2149,Women,Running,Pegasus Turbo,Unknown,0,0.00,0.00,0.00,2025-05-20,Online,Kolkata,-595.69,2025-05,2025,5,May
2150,Women,Basketball,LeBron 20,M,2,3313.21,0.48,3445.74,2025-06-07,Online,Bangalore,3221.62,2025-06,2025,6,Jun
2151,Kids,Soccer,Tiempo Legend,L,4,5619.75,0.00,0.00,2025-05-27,Online,Bangalore,2000.85,2025-05,2025,5,May
2153,Men,Running,React Infinity,Unknown,0,0.00,0.09,0.00,2024-08-18,Retail,Pune,1246.58,2024-08,2024,8,Aug
2154,Kids,Lifestyle,Blazer Mid,XL,0,2963.16,0.00,0.00,2025-04-01,Online,Bangalore,2381.85,2025-04,2025,4,Apr
2156,Men,Soccer,Tiempo Legend,M,0,0.00,0.00,0.00,2024-08-31,Online,Pune,-286.07,2024-08,2024,8,Aug
2157,Kids,Soccer,Premier III,Unknown,1,0.00,0.00,0.00,2025-04-29,Online,Delhi,-701.01,2025-04,2025,4,Apr
2158,Women,Running,React Infinity,M,0,0.00,0.50,0.00,2025-01-28,Online,Mumbai,514.79,2025-01,2025,1,Jan
2160,Kids,Running,Air Zoom,XL,0,0.00,0.00,0.00,2025-03-01,Retail,Mumbai,3744.91,2025-03,2025,3,Mar
2163,Men,Lifestyle,Dunk Low,7,0,0.00,1.00,0.00,2025-03-06,Retail,Hyderabad,3344.98,2025-03,2025,3,Mar
2164,Women,Soccer,Mercurial Superfly,8,0,0.00,0.95,0.00,2024-10-23,Online,Pune,-872.90,2024-10,2024,10,Oct
2165,Kids,Training,SuperRep Go,L,4,4577.65,0.00,0.00,2024-11-11,Retail,Kolkata,2460.19,2024-11,2024,11,Nov
2166,Women,Lifestyle,Air Force 1,M,0,7312.38,0.00,0.00,2025-01-02,Online,Mumbai,3364.05,2025-01,2025,1,Jan
2168,Women,Running,Pegasus Turbo,Unknown,0,0.00,0.85,0.00,2024-08-01,Retail,Kolkata,3011.49,2024-08,2024,8,Aug
2169,Kids,Training,Flex Trainer,Unknown,4,4046.05,0.01,16022.36,2024-12-14,Retail,Delhi,1057.58,2024-12,2024,12,Dec
2170,Kids,Lifestyle,Air Force 1,M,0,0.00,0.00,0.00,2025-06-28,Online,Kolkata,3218.82,2025-06,2025,6,Jun
2172,Women,Training,ZoomX Invincible,M,0,7988.99,1.00,0.00,2024-12-17,Online,Bangalore,-909.86,2024-12,2024,12,Dec
2173,Men,Running,Free RN,L,0,6620.78,0.00,0.00,2025-03-29,Online,Bangalore,3770.03,2025-03,2025,3,Mar
2176,Men,Soccer,Mercurial Superfly,Unknown,4,0.00,0.00,0.00,2025-04-01,Online,Bangalore,3908.28,2025-04,2025,4,Apr
2177,Women,Lifestyle,Waffle One,XL,0,0.00,0.00,0.00,2025-06-27,Retail,Mumbai,885.37,2025-06,2025,6,Jun
2178,Men,Running,Free RN,Unknown,1,0.00,0.00,0.00,2024-10-28,Retail,Bangalore,-983.37,2024-10,2024,10,Oct
2179,Women,Training,ZoomX Invincible,M,3,0.00,0.00,0.00,2024-01-26,Retail,Pune,3135.92,2024-01,2024,1,Jan
2180,Women,Basketball,LeBron 20,XL,0,0.00,0.00,0.00,2024-05-15,Online,Pune,2189.84,2024-05,2024,5,May
2181,Women,Lifestyle,Air Force 1,XL,2,0.00,0.00,0.00,2025-01-06,Retail,Delhi,419.58,2025-01,2025,1,Jan
2185,Women,Training,ZoomX Invincible,XL,4,4207.44,0.59,6900.20,2025-06-08,Online,Kolkata,-615.48,2025-06,2025,6,Jun
2187,Men,Running,React Infinity,L,0,7795.32,0.00,0.00,2024-09-11,Online,Mumbai,2402.99,2024-09,2024,9,Sep
2189,Men,Training,SuperRep Go,L,3,0.00,0.90,0.00,2024-10-02,Online,Hyderabad,3628.46,2024-10,2024,10,Oct
2191,Men,Lifestyle,Air Force 1,8,3,0.00,0.00,0.00,2024-09-28,Retail,Pune,-1032.88,2024-09,2024,9,Sep
2192,Men,Basketball,Kyrie Flytrap,XL,0,0.00,0.00,0.00,2023-10-13,Retail,Delhi,554.91,2023-10,2023,10,Oct
2193,Women,Lifestyle,Waffle One,XL,0,0.00,1.00,0.00,2025-01-17,Retail,Delhi,1803.66,2025-01,2025,1,Jan
2194,Men,Soccer,Mercurial Superfly,M,0,6196.01,0.00,0.00,2024-10-27,Online,Hyderabad,926.03,2024-10,2024,10,Oct
2196,Kids,Soccer,Premier III,L,2,2708.73,0.00,0.00,2025-06-30,Online,Delhi,925.63,2025-06,2025,6,Jun
2197,Kids,Training,ZoomX Invincible,L,3,0.00,0.00,0.00,2024-10-06,Online,Bangalore,-418.50,2024-10,2024,10,Oct
2198,Men,Training,SuperRep Go,7,4,0.00,0.65,0.00,2025-01-05,Online,Pune,-169.33,2025-01,2025,1,Jan
2201,Women,Training,SuperRep Go,11,0,0.00,0.00,0.00,2024-05-10,Online,Mumbai,1403.56,2024-05,2024,5,May
2202,Men,Basketball,Kyrie Flytrap,M,0,7918.93,1.00,475.14,2025-07-04,Retail,Bangalore,1994.42,2025-07,2025,7,Jul
2204,Men,Basketball,LeBron 20,7,0,7660.41,0.00,0.00,2025-05-17,Online,Delhi,2076.75,2025-05,2025,5,May
2205,Women,Running,React Infinity,XL,0,0.00,0.00,0.00,2025-04-24,Retail,Pune,-467.52,2025-04,2025,4,Apr
2209,Kids,Training,SuperRep Go,Unknown,0,0.00,0.00,0.00,2024-09-01,Retail,Hyderabad,1956.70,2024-09,2024,9,Sep
2210,Men,Lifestyle,Blazer Mid,XL,0,0.00,0.00,0.00,2024-09-08,Retail,Kolkata,701.02,2024-09,2024,9,Sep
2212,Women,Lifestyle,Blazer Mid,L,0,7670.82,0.00,0.00,2024-09-23,Online,Kolkata,-87.95,2024-09,2024,9,Sep
2215,Men,Basketball,Zoom Freak,XL,3,0.00,0.36,0.00,2024-12-16,Online,Kolkata,3254.06,2024-12,2024,12,Dec
2217,Women,Lifestyle,Waffle One,L,0,0.00,0.00,0.00,2025-04-15,Retail,Delhi,2190.84,2025-04,2025,4,Apr
2220,Kids,Training,SuperRep Go,M,0,0.00,0.00,0.00,2024-09-09,Online,Kolkata,890.14,2024-09,2024,9,Sep
2221,Kids,Lifestyle,Waffle One,L,2,3375.97,0.00,0.00,2024-01-06,Retail,Mumbai,-297.05,2024-01,2024,1,Jan
2222,Men,Training,ZoomX Invincible,XL,2,8897.19,0.11,15837.00,2024-12-21,Retail,Mumbai,2821.69,2024-12,2024,12,Dec
2223,Kids,Training,Flex Trainer,M,0,9180.15,0.00,0.00,2025-02-15,Online,Kolkata,799.28,2025-02,2025,2,Feb
2224,Kids,Lifestyle,Dunk Low,Unknown,0,0.00,0.12,0.00,2024-09-24,Online,Pune,3278.70,2024-09,2024,9,Sep
2226,Women,Basketball,Zoom Freak,Unknown,0,0.00,0.31,0.00,2025-06-28,Online,Delhi,-131.04,2025-06,2025,6,Jun
2228,Kids,Basketball,Zoom Freak,Unknown,0,9382.15,0.00,0.00,2024-08-22,Online,Kolkata,-127.34,2024-08,2024,8,Aug
2229,Men,Running,Air Zoom,XL,0,7143.23,0.00,0.00,2025-03-26,Retail,Mumbai,3284.36,2025-03,2025,3,Mar
2231,Kids,Training,Flex Trainer,9,0,0.00,1.00,0.00,2025-01-04,Online,Bangalore,-39.48,2025-01,2025,1,Jan
2232,Women,Running,Free RN,XL,0,2149.28,0.32,0.00,2024-11-17,Online,Kolkata,2409.87,2024-11,2024,11,Nov
2234,Men,Training,Flex Trainer,Unknown,4,6189.10,1.00,0.00,2024-12-21,Retail,Bangalore,2085.62,2024-12,2024,12,Dec
2237,Kids,Training,Metcon 7,M,0,5089.88,0.00,0.00,2025-06-26,Online,Mumbai,-238.18,2025-06,2025,6,Jun
2239,Men,Training,SuperRep Go,XL,0,0.00,0.00,0.00,2024-08-04,Online,Kolkata,1750.71,2024-08,2024,8,Aug
2240,Kids,Basketball,Air Jordan,M,0,9520.50,0.48,0.00,2025-01-22,Retail,Kolkata,-928.85,2025-01,2025,1,Jan
2241,Women,Soccer,Tiempo Legend,12,0,9662.04,0.00,0.00,2025-02-19,Online,Hyderabad,-233.74,2025-02,2025,2,Feb
2243,Men,Lifestyle,Blazer Mid,L,0,9747.58,0.00,0.00,2024-07-11,Retail,Delhi,266.31,2024-07,2024,7,Jul
2245,Kids,Running,React Infinity,Unknown,0,4128.35,0.00,0.00,2025-04-16,Online,Pune,-290.33,2025-04,2025,4,Apr
2246,Kids,Basketball,LeBron 20,L,0,7806.98,0.00,0.00,2024-02-10,Online,Hyderabad,-943.35,2024-02,2024,2,Feb
2247,Women,Training,Metcon 7,Unknown,0,0.00,0.00,0.00,2024-08-16,Online,Mumbai,-1158.15,2024-08,2024,8,Aug
2248,Men,Training,Metcon 7,M,4,8249.96,0.24,25079.88,2024-01-16,Online,Bangalore,1625.14,2024-01,2024,1,Jan
2249,Men,Training,Flex Trainer,M,0,7730.77,0.00,0.00,2024-05-28,Online,Delhi,-692.94,2024-05,2024,5,May
2250,Men,Basketball,Kyrie Flytrap,XL,0,0.00,0.00,0.00,2024-10-01,Retail,Pune,821.13,2024-10,2024,10,Oct
2253,Men,Training,Flex Trainer,M,0,0.00,0.00,0.00,2025-05-18,Online,Bangalore,1516.72,2025-05,2025,5,May
2254,Women,Basketball,LeBron 20,M,0,0.00,0.89,0.00,2025-04-24,Online,Hyderabad,1642.00,2025-04,2025,4,Apr
2255,Kids,Basketball,LeBron 20,XL,0,2222.55,0.84,0.00,2025-04-06,Retail,Mumbai,586.56,2025-04,2025,4,Apr
2256,Men,Soccer,Phantom GT,Unknown,0,0.00,0.00,0.00,2025-03-30,Online,Hyderabad,3175.83,2025-03,2025,3,Mar
2257,Men,Basketball,Kyrie Flytrap,XL,1,0.00,0.00,0.00,2025-02-09,Online,Mumbai,-365.42,2025-02,2025,2,Feb
2258,Women,Lifestyle,Dunk Low,L,0,0.00,0.39,0.00,2023-11-21,Online,Mumbai,2824.70,2023-11,2023,11,Nov
2259,Women,Soccer,Mercurial Superfly,M,0,0.00,0.00,0.00,2024-10-20,Retail,Delhi,2323.89,2024-10,2024,10,Oct
2260,Women,Lifestyle,Dunk Low,M,2,0.00,0.00,0.00,2024-12-12,Retail,Pune,-352.18,2024-12,2024,12,Dec
2261,Women,Training,ZoomX Invincible,Unknown,0,2503.60,0.54,0.00,2024-04-10,Retail,Pune,1574.74,2024-04,2024,4,Apr
2262,Women,Running,Pegasus Turbo,L,0,0.00,0.00,0.00,2024-09-15,Retail,Pune,3146.93,2024-09,2024,9,Sep
2263,Women,Soccer,Premier III,M,0,5172.14,0.00,0.00,2024-10-08,Online,Kolkata,2510.55,2024-10,2024,10,Oct
2264,Men,Training,ZoomX Invincible,Unknown,4,5622.32,1.00,0.00,2024-04-22,Retail,Bangalore,1248.25,2024-04,2024,4,Apr
2265,Women,Soccer,Premier III,7,0,2422.97,0.00,0.00,2024-11-23,Retail,Delhi,-67.74,2024-11,2024,11,Nov
2266,Women,Basketball,LeBron 20,L,0,0.00,0.00,0.00,2025-07-19,Retail,Kolkata,3475.59,2025-07,2025,7,Jul
2267,Women,Running,Air Zoom,M,0,3075.72,0.00,0.00,2024-12-20,Retail,Kolkata,238.78,2024-12,2024,12,Dec
2268,Men,Soccer,Mercurial Superfly,M,3,7330.81,0.00,0.00,2023-11-16,Online,Kolkata,518.71,2023-11,2023,11,Nov
2269,Women,Training,ZoomX Invincible,11,4,6424.32,0.00,0.00,2024-07-14,Retail,Mumbai,-405.26,2024-07,2024,7,Jul
2270,Men,Running,React Infinity,XL,1,0.00,1.00,0.00,2025-06-06,Retail,Pune,3088.25,2025-06,2025,6,Jun
2271,Kids,Lifestyle,Waffle One,9,0,5116.58,0.07,0.00,2024-05-03,Retail,Delhi,1293.94,2024-05,2024,5,May
2273,Kids,Running,Free RN,M,0,4004.36,0.00,0.00,2024-01-30,Online,Kolkata,-614.66,2024-01,2024,1,Jan
2274,Women,Training,Metcon 7,6,4,0.00,0.45,0.00,2025-06-13,Online,Bangalore,2561.89,2025-06,2025,6,Jun
2275,Kids,Running,Pegasus Turbo,M,0,0.00,0.00,0.00,2025-03-07,Online,Pune,-783.71,2025-03,2025,3,Mar
